week_,type_,show_title,season_title,weekly_hours_viewed,rating_,category_,prod_country_
2021-10-10,TV (English),On My Block,On My Block: Season 4,63520000,TV-14,"Romantic TV Shows, TV Comedies, TV Dramas",United States
2021-10-10,TV (English),Sex Education,Sex Education: Season 3,42120000,TV-MA,"British TV Shows, International TV Shows, TV Comedies",United Kingdom
2021-10-10,TV (English),Grey's Anatomy,Grey's Anatomy: Season 17,29650000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-10-10,TV (English),Midnight Mass,Midnight Mass: Limited Series,29020000,TV-MA,"TV Dramas, TV Horror, TV Mysteries",United States
2021-10-10,TV (English),PAW Patrol,PAW Patrol: Season 6,19910000,,,
2021-10-10,TV (English),Lucifer,Lucifer: Season 6,16730000,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-10-10,TV (English),Dave Chappelle: The Closer,N/A,14350000,TV-PG,Stand-up Comedy,United States
2021-10-10,TV (English),Scaredy Cats,Scaredy Cats: Season 1,12520000,,,
2021-10-10,TV (Non-English),Squid Game,Squid Game: Season 1,412940000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-10-10,TV (Non-English),The Five Juanas,The Five Juanas: Season 1,39460000,TV-PG,Drama,Mexico
2021-10-10,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,32890000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-10-10,TV (Non-English),The Chestnut Man,The Chestnut Man: Season 1,30300000,TV-PG,Crime TV Show,Denmark
2021-10-10,TV (Non-English),Alice in Borderland,Alice in Borderland: Season 1,22220000,TV-MA,"International TV Shows, TV Action & Adventure, TV Mysteries",Japan
2021-10-10,TV (Non-English),Baki Hanma,Baki Hanma: Season 1,14560000,,,
2021-10-10,TV (Non-English),Ganglands,Ganglands: Season 1,11210000,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",
2021-10-10,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,10240000,PG,Romantic TV Shows,Brazil
2021-10-10,TV (Non-English),Money Heist,Money Heist: Part 5,9730000,TV-PG,Crime TV Shows,Spain
2021-10-10,TV (Non-English),"Nevertheless,","Nevertheless,: Season 1",8570000,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
2021-10-03,Films (English),The Guilty,N/A,47600000,TV-MA,Crime Movies,United States
2021-10-03,Films (English),My Little Pony: A New Generation,N/A,24510000,PG,Children & Family Movies,United States
2021-10-03,Films (English),The Starling,N/A,20130000,PG-13,"Comedies, Dramas",United States
2021-10-03,Films (English),No One Gets Out Alive,N/A,17010000,,,
2021-10-03,Films (English),Britney Vs Spears,N/A,16750000,,,
2021-10-03,Films (English),Intrusion,N/A,12050000,TV-14,Thrillers,United States
2021-10-03,Films (English),Grown Ups,N/A,8130000,PG-13,Comedies,United States
2021-10-03,Films (English),Kate,N/A,5680000,R,Action & Adventure,United States
2021-10-03,Films (English),Man on Fire,N/A,4960000,,,
2021-10-03,Films (English),Vivo,N/A,4160000,PG,"Children & Family Movies, Music & Musicals","Canada, United States"
2021-10-03,Films (Non-English),Friendzone,N/A,8740000,,,
2021-10-03,Films (Non-English),Sounds Like Love,N/A,7100000,,,
2021-10-03,Films (Non-English),Confessions of an Invisible Girl,N/A,6350000,TV-PG,"Children & Family Movies, Comedies",United States
2021-10-03,Films (Non-English),The Seven Deadly Sins: Cursed by Light,N/A,4650000,,,
2021-10-03,Films (Non-English),Thalaivii,N/A,3120000,,,
2021-10-03,Films (Non-English),The Father Who Moves Mountains,N/A,2940000,TV-MA,"Dramas, International Movies, Thrillers",
2021-10-03,Films (Non-English),Beauty and the Beast,N/A,2740000,,,
2021-10-03,Films (Non-English),Je Suis Karl,N/A,2140000,TV-MA,"Dramas, International Movies","Germany, Czech Republic"
2021-10-03,Films (Non-English),The Stronghold,N/A,1840000,TV-MA,"Action & Adventure, Dramas, International Movies",
2021-10-03,Films (Non-English),Freaks – You're One of Us,N/A,1450000,TV-MA,"Dramas, Independent Movies, International Movies",Germany
2021-10-03,TV (English),Sex Education,Sex Education: Season 3,72870000,TV-MA,"British TV Shows, International TV Shows, TV Comedies",United Kingdom
2021-10-03,TV (English),Maid,Maid: Limited Series,61080000,TV-PG,Drama,United States
2021-10-03,TV (English),Midnight Mass,Midnight Mass: Limited Series,59120000,TV-MA,"TV Dramas, TV Horror, TV Mysteries",United States
2021-10-03,TV (English),Lucifer,Lucifer: Season 6,25110000,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-10-03,TV (English),Grey's Anatomy,Grey's Anatomy: Season 17,18680000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-10-03,TV (English),Blood & Water,Blood & Water: Season 2,15870000,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",South Africa
2021-10-03,TV (English),Clickbait,Clickbait: Limited Series,13210000,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",United States
2021-10-03,TV (English),CoComelon,CoComelon: Season 3,10690000,TV-Y,Kids' TV,United States
2021-10-03,TV (Non-English),Squid Game,Squid Game: Season 1,571760000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-10-03,TV (Non-English),The Chestnut Man,The Chestnut Man: Season 1,31380000,TV-PG,Crime TV Show,Denmark
2021-10-03,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,28330000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-10-03,TV (Non-English),Ganglands,Ganglands: Season 1,27030000,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",
2021-10-03,TV (Non-English),Alice in Borderland,Alice in Borderland: Season 1,26280000,TV-MA,"International TV Shows, TV Action & Adventure, TV Mysteries",Japan
2021-10-03,TV (Non-English),Baki Hanma,Baki Hanma: Season 1,20090000,,,
2021-10-03,TV (Non-English),Money Heist,Money Heist: Part 5,14250000,TV-PG,Crime TV Shows,Spain
2021-10-03,TV (Non-English),The Seven Deadly Sins,The Seven Deadly Sins: Dragon's Judgement,13420000,TV-14,"Anime Series, International TV Shows",Japan
2021-10-03,TV (Non-English),Love 101,Love 101: Season 2,12600000,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows",Turkey
2021-09-26,Films (English),Intrusion,N/A,30040000,TV-14,Thrillers,United States
2021-09-26,Films (English),The Starling,N/A,16670000,PG-13,"Comedies, Dramas",United States
2021-09-26,Films (English),My Little Pony: A New Generation,N/A,15510000,PG,Children & Family Movies,United States
2021-09-26,Films (English),Man on Fire,N/A,12590000,,,
2021-09-26,Films (English),Kate,N/A,11280000,R,Action & Adventure,United States
2021-09-26,Films (English),Grown Ups,N/A,9250000,PG-13,Comedies,United States
2021-09-26,Films (English),Schumacher,N/A,8040000,TV-14,"Documentaries, International Movies, Sports Movies",United States
2021-09-26,Films (English),Safe House,N/A,6930000,R,Action & Adventure,"South Africa, United States, Japan"
2021-09-26,Films (English),Nightbooks,N/A,6790000,TV-PG,Children & Family Movies,United States
2021-09-26,Films (English),The Marksman,N/A,5210000,,,
2021-09-26,Films (Non-English),The Father Who Moves Mountains,N/A,16120000,TV-MA,"Dramas, International Movies, Thrillers",
2021-09-26,Films (Non-English),The Stronghold,N/A,9490000,TV-MA,"Action & Adventure, Dramas, International Movies",
2021-09-26,Films (Non-English),Confessions of an Invisible Girl,N/A,7130000,TV-PG,"Children & Family Movies, Comedies",United States
2021-09-26,Films (Non-English),Prey,N/A,2330000,TV-MA,"International Movies, Thrillers",
2021-09-26,Films (Non-English),Forgotten We'll Be,N/A,1580000,,,
2021-09-26,Films (Non-English),Ankahi Kahaniya,N/A,1260000,TV-14,"Dramas, Independent Movies, International Movies",
2021-09-26,Films (Non-English),Blood Red Sky,N/A,1120000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
2021-09-26,Films (Non-English),Pinkfong & Baby Shark's Space Adventure,N/A,1050000,TV-Y,Children & Family Movies,"United States, South Korea"
2021-09-26,Films (Non-English),Xtreme,N/A,1030000,TV-MA,"Action & Adventure, International Movies",Spain
2021-09-26,Films (Non-English),Rurouni Kenshin: The Beginning,N/A,930000,TV-MA,"Action & Adventure, International Movies",
2021-09-26,TV (English),Sex Education,Sex Education: Season 3,160420000,TV-MA,"British TV Shows, International TV Shows, TV Comedies",United Kingdom
2021-09-26,TV (English),Lucifer,Lucifer: Season 6,42990000,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-09-26,TV (English),Midnight Mass,Midnight Mass: Limited Series,33200000,TV-MA,"TV Dramas, TV Horror, TV Mysteries",United States
2021-09-26,TV (English),Clickbait,Clickbait: Limited Series,22150000,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",United States
2021-09-26,TV (English),The Circle,The Circle: Season 3,15850000,TV-MA,Reality TV,"United States, United Kingdom"
2021-09-26,TV (English),Monsters Inside: The 24 Faces of Billy Milligan,Monsters Inside: The 24 Faces of Billy Milligan: Limited Series,15150000,TV-14,"Crime TV Shows, Docuseries, International TV Shows",United States
2021-09-26,TV (English),Good Girls,Good Girls: Season 4,12920000,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-09-26,TV (Non-English),Squid Game,Squid Game: Season 1,448730000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-09-26,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,23360000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-09-26,TV (Non-English),Money Heist,Money Heist: Part 5,21830000,TV-PG,Crime TV Shows,Spain
2021-09-26,TV (Non-English),Ganglands,Ganglands: Season 1,16260000,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",
2021-09-26,TV (Non-English),The Seven Deadly Sins,The Seven Deadly Sins: Dragon's Judgement,14020000,TV-14,"Anime Series, International TV Shows",Japan
2021-09-26,TV (Non-English),Jaguar,Jaguar: Season 1,11620000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",
2021-09-26,TV (Non-English),Alice in Borderland,Alice in Borderland: Season 1,10890000,TV-MA,"International TV Shows, TV Action & Adventure, TV Mysteries",Japan
2021-09-26,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",8410000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-09-19,Films (English),Kate,N/A,37400000,R,Action & Adventure,United States
2021-09-19,Films (English),Schumacher,N/A,17290000,TV-14,"Documentaries, International Movies, Sports Movies",United States
2021-09-19,Films (English),Man on Fire,N/A,16160000,,,
2021-09-19,Films (English),The Marksman,N/A,14680000,,,
2021-09-19,Films (English),Nightbooks,N/A,13160000,TV-PG,Children & Family Movies,United States
2021-09-19,Films (English),The Equalizer 2,N/A,12310000,,,
2021-09-19,Films (English),Firedrake the Silver Dragon,N/A,9650000,TV-Y7,Children & Family Movies,United States
2021-09-19,Films (English),Safe House,N/A,9060000,R,Action & Adventure,"South Africa, United States, Japan"
2021-09-19,Films (English),Afterlife of the Party,N/A,8100000,TV-PG,"Comedies, Romantic Movies",United States
2021-09-19,Films (English),First Kill,N/A,6950000,R,Action & Adventure,"United Kingdom, Canada, United States"
2021-09-19,Films (Non-English),The Father Who Moves Mountains,N/A,14830000,TV-MA,"Dramas, International Movies, Thrillers",
2021-09-19,Films (Non-English),Prey,N/A,14270000,TV-MA,"International Movies, Thrillers",
2021-09-19,Films (Non-English),The Stronghold,N/A,10360000,TV-MA,"Action & Adventure, Dramas, International Movies",
2021-09-19,Films (Non-English),JJ+E,N/A,3140000,TV-MA,"Dramas, International Movies, Romantic Movies",
2021-09-19,Films (Non-English),O Candidato Honesto 2,N/A,2610000,,,
2021-09-19,Films (Non-English),Ilhados,N/A,2240000,,,
2021-09-19,Films (Non-English),Love of My Loves,N/A,1880000,,,
2021-09-19,Films (Non-English),Kung Fu Hustle,N/A,1800000,R,"Action & Adventure, Comedies, Cult Movies","Hong Kong, China, United States"
2021-09-19,Films (Non-English),The Women and the Murderer,N/A,1470000,TV-14,"Documentaries, International Movies",France
2021-09-19,Films (Non-English),Amores perros,N/A,1450000,,,
2021-09-19,TV (English),Sex Education,Sex Education: Season 3,125770000,TV-MA,"British TV Shows, International TV Shows, TV Comedies",United Kingdom
2021-09-19,TV (English),Lucifer,Lucifer: Season 6,98140000,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-09-19,TV (English),Clickbait,Clickbait: Limited Series,35020000,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",United States
2021-09-19,TV (English),Good Girls,Good Girls: Season 4,19310000,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-09-19,TV (English),Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,18720000,TV-14,Docuseries,United States
2021-09-19,TV (English),The Circle,The Circle: Season 3,14350000,TV-MA,Reality TV,"United States, United Kingdom"
2021-09-19,TV (English),Sharkdog,Sharkdog: Season 1,14180000,TV-Y,Kids' TV,"United States, Singapore"
2021-09-19,TV (Non-English),Squid Game,Squid Game: Season 1,63190000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-09-19,TV (Non-English),Money Heist,Money Heist: Part 5,39910000,TV-PG,Crime TV Shows,Spain
2021-09-19,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,18580000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-09-19,TV (Non-English),Hospital Playlist,Hospital Playlist: Season 2,13050000,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",South Korea
2021-09-19,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",9320000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-09-19,TV (Non-English),Carrossel,N/A,7870000,G,Children & Family,Brazil
2021-09-12,Films (English),Kate,N/A,38780000,R,Action & Adventure,United States
2021-09-12,Films (English),Afterlife of the Party,N/A,23790000,TV-PG,"Comedies, Romantic Movies",United States
2021-09-12,Films (English),Worth,N/A,13560000,PG-13,Dramas,United States
2021-09-12,Films (English),He's All That,N/A,10930000,TV-14,"Comedies, Romantic Movies",United States
2021-09-12,Films (English),SAS: Rise of the Black Swan,N/A,9930000,R,"Action & Adventure, International Movies",United States
2021-09-12,Films (English),In Time,N/A,8930000,,,
2021-09-12,Films (English),Noah,N/A,7770000,,,
2021-09-12,Films (English),Vivo,N/A,6960000,PG,"Children & Family Movies, Music & Musicals","Canada, United States"
2021-09-12,Films (English),Sweet Girl,N/A,6570000,R,"Action & Adventure, Dramas",United States
2021-09-12,Films (English),Monte Carlo,N/A,6200000,,,
2021-09-12,Films (Non-English),Prey,N/A,13440000,TV-MA,"International Movies, Thrillers",
2021-09-12,Films (Non-English),JJ+E,N/A,5410000,TV-MA,"Dramas, International Movies, Romantic Movies",
2021-09-12,Films (Non-English),Kung Fu Hustle,N/A,3250000,R,"Action & Adventure, Comedies, Cult Movies","Hong Kong, China, United States"
2021-09-12,Films (Non-English),Invasion,N/A,2990000,,,
2021-09-12,Films (Non-English),The Women and the Murderer,N/A,2060000,TV-14,"Documentaries, International Movies",France
2021-09-12,Films (Non-English),Blood Red Sky,N/A,1780000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
2021-09-12,Films (Non-English),Love of My Loves,N/A,1530000,,,
2021-09-12,Films (Non-English),The Secret Diary of an Exchange Student,N/A,1450000,TV-14,"Comedies, International Movies, Romantic Movies",
2021-09-12,Films (Non-English),Out of my league,N/A,1440000,TV-MA,"Comedies, Dramas, International Movies",
2021-09-12,Films (Non-English),Lassie Come Home,N/A,1410000,,,
2021-09-12,TV (English),Lucifer,Lucifer: Season 6,75940000,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-09-12,TV (English),Clickbait,Clickbait: Limited Series,54420000,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",United States
2021-09-12,TV (English),Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,37910000,TV-14,Docuseries,United States
2021-09-12,TV (English),Good Girls,Good Girls: Season 4,31750000,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-09-12,TV (English),Sharkdog,Sharkdog: Season 1,19590000,TV-Y,Kids' TV,"United States, Singapore"
2021-09-12,TV (English),The 100,The 100: Season 7,12990000,TV-MA,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States, Canada"
2021-09-12,TV (English),Octonauts: Above & Beyond,Octonauts: Above & Beyond: Season 1,11730000,TV-Y,"British TV Shows, Kids' TV",United Kingdom
2021-09-12,TV (English),Dive Club,Dive Club: Season 1,11480000,TV-G,"Kids' TV, TV Dramas, Teen TV Shows",Australia
2021-09-12,TV (English),Manifest,Manifest: Season 3,11150000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2021-09-12,TV (Non-English),Money Heist,Money Heist: Part 5,123170000,TV-PG,Crime TV Shows,Spain
2021-09-12,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,14870000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-09-12,TV (Non-English),Hospital Playlist,Hospital Playlist: Season 2,11590000,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",South Korea
2021-09-12,TV (Non-English),Into the Night,Into the Night: Season 2,10630000,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",Belgium
2021-09-12,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",10350000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-09-12,TV (Non-English),Hotel Del Luna,Hotel Del Luna: Season 1,9980000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-09-05,Films (English),He's All That,N/A,36730000,TV-14,"Comedies, Romantic Movies",United States
2021-09-05,Films (English),SAS: Rise of the Black Swan,N/A,32730000,R,"Action & Adventure, International Movies",United States
2021-09-05,Films (English),Afterlife of the Party,N/A,26710000,TV-PG,"Comedies, Romantic Movies",United States
2021-09-05,Films (English),Sweet Girl,N/A,13390000,R,"Action & Adventure, Dramas",United States
2021-09-05,Films (English),Vivo,N/A,9380000,PG,"Children & Family Movies, Music & Musicals","Canada, United States"
2021-09-05,Films (English),The Loud House Movie,N/A,6640000,TV-Y7,"Children & Family Movies, Comedies, Music & Musicals",United States
2021-09-05,Films (English),Worth,N/A,6480000,PG-13,Dramas,United States
2021-09-05,Films (English),The Secret Life of Pets,N/A,6450000,,,
2021-09-05,Films (English),Welcome Home Roscoe Jenkins,N/A,6270000,PG-13,Comedies,United States
2021-09-05,Films (English),Green Lantern,N/A,6230000,PG-13,"Action & Adventure, Sci-Fi & Fantasy",United States
2021-09-05,Films (Non-English),Invasion,N/A,7340000,,,
2021-09-05,Films (Non-English),Out of my league,N/A,2270000,TV-MA,"Comedies, Dramas, International Movies",
2021-09-05,Films (Non-English),The Secret Diary of an Exchange Student,N/A,2100000,TV-14,"Comedies, International Movies, Romantic Movies",
2021-09-05,Films (Non-English),Blood Red Sky,N/A,2080000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
2021-09-05,Films (Non-English),Flu,N/A,1830000,,,
2021-09-05,Films (Non-English),Black Island,N/A,1420000,TV-MA,"International Movies, Thrillers",
2021-09-05,Films (Non-English),Rurouni Kenshin: The Beginning,N/A,1330000,TV-MA,"Action & Adventure, International Movies",
2021-09-05,Films (Non-English),Thimmarusu,N/A,1220000,TV-14,"Dramas, International Movies",India
2021-09-05,Films (Non-English),I Don't Know Whether to Slit My Wrists or Leave Them Long,N/A,1130000,,,
2021-09-05,Films (Non-English),Pinkfong & Baby Shark's Space Adventure,N/A,1120000,TV-Y,Children & Family Movies,"United States, South Korea"
2021-09-05,TV (English),Clickbait,Clickbait: Limited Series,76540000,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",United States
2021-09-05,TV (English),Good Girls,Good Girls: Season 4,37580000,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",United States
2021-09-05,TV (English),Turning Point: 9/11 and the War on Terror,Turning Point: 9/11 and the War on Terror: Season 1,24050000,TV-14,Docuseries,United States
2021-09-05,TV (English),Manifest,Manifest: Season 3,15660000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2021-09-05,TV (English),The 100,The 100: Season 7,13590000,TV-MA,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States, Canada"
2021-09-05,TV (English),Outer Banks,Outer Banks: Season 2,12910000,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",United States
2021-09-05,TV (English),CoComelon,CoComelon: Season 3,11050000,TV-Y,Kids' TV,United States
2021-09-05,TV (Non-English),Money Heist,Money Heist: Part 5,201910000,TV-PG,Crime TV Shows,Spain
2021-09-05,TV (Non-English),D.P.,D.P.: Season 1,19170000,TV-MA,"International TV Shows, TV Dramas",South Korea
2021-09-05,TV (Non-English),The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,11530000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
2021-09-05,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",11100000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-09-05,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,9630000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-09-05,TV (Non-English),Carrossel,N/A,9010000,G,Children & Family,Brazil
2021-09-05,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7200000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2021-08-29,Films (English),Sweet Girl,N/A,48140000,R,"Action & Adventure, Dramas",United States
2021-08-29,Films (English),He's All That,N/A,42810000,TV-14,"Comedies, Romantic Movies",United States
2021-08-29,Films (English),SAS: Rise of the Black Swan,N/A,35650000,R,"Action & Adventure, International Movies",United States
2021-08-29,Films (English),The Loud House Movie,N/A,16910000,TV-Y7,"Children & Family Movies, Comedies, Music & Musicals",United States
2021-08-29,Films (English),The Old Ways,N/A,13720000,TV-MA,Horror Movies,United States
2021-08-29,Films (English),Vivo,N/A,13430000,PG,"Children & Family Movies, Music & Musicals","Canada, United States"
2021-08-29,Films (English),The Witcher: Nightmare of the Wolf,N/A,13300000,TV-MA,"Action & Adventure, Anime Features",United States
2021-08-29,Films (English),The Secret Life of Pets,N/A,10860000,,,
2021-08-29,Films (English),The Kissing Booth 3,N/A,9560000,TV-14,"Comedies, Romantic Movies","United Kingdom, United States"
2021-08-29,Films (English),Tomb Raider,N/A,8430000,,,
2021-08-29,Films (Non-English),Black Island,N/A,6570000,TV-MA,"International Movies, Thrillers",
2021-08-29,Films (Non-English),Out of my league,N/A,5790000,TV-MA,"Comedies, Dramas, International Movies",
2021-08-29,Films (Non-English),The Secret Diary of an Exchange Student,N/A,5090000,TV-14,"Comedies, International Movies, Romantic Movies",
2021-08-29,Films (Non-English),Blood Red Sky,N/A,3020000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
2021-08-29,Films (Non-English),Rurouni Kenshin: The Beginning,N/A,2280000,TV-MA,"Action & Adventure, International Movies",
2021-08-29,Films (Non-English),The Last Mercenary,N/A,2000000,TV-MA,"Action & Adventure, Comedies, International Movies",
2021-08-29,Films (Non-English),El infierno,N/A,1560000,,,
2021-08-29,Films (Non-English),Mimi,N/A,1510000,TV-14,"Comedies, Dramas, International Movies",
2021-08-29,Films (Non-English),Bartkowiak,N/A,1460000,TV-MA,"Action & Adventure, International Movies",Poland
2021-08-29,Films (Non-English),Shiny_Flakes: The Teenage Drug Lord,N/A,1440000,TV-MA,"Documentaries, International Movies",
2021-08-29,TV (English),Clickbait,Clickbait: Limited Series,51280000,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",United States
2021-08-29,TV (English),Outer Banks,Outer Banks: Season 2,20790000,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",United States
2021-08-29,TV (English),Manifest,Manifest: Season 3,17740000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2021-08-29,TV (English),The Chair,The Chair: Season 1,14020000,TV-MA,"TV Comedies, TV Dramas",United States
2021-08-29,TV (English),For Life,For Life: Season 1,11180000,,,
2021-08-29,TV (English),CoComelon,CoComelon: Season 3,11030000,TV-Y,Kids' TV,United States
2021-08-29,TV (English),All American,All American: Season 3,10480000,TV-14,"TV Dramas, Teen TV Shows",United States
2021-08-29,TV (English),Hit & Run,Hit & Run: Season 1,10090000,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries","Israel, United States"
2021-08-29,TV (Non-English),The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,15480000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
2021-08-29,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",12120000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-08-29,TV (Non-English),AlRawabi School for Girls,AlRawabi School for Girls: Limited Series,11500000,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",Jordan
2021-08-29,TV (Non-English),Hospital Playlist,Hospital Playlist: Season 2,10980000,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",South Korea
2021-08-29,TV (Non-English),Carrossel,N/A,9750000,G,Children & Family,Brazil
2021-08-29,TV (Non-English),Valeria,Valeria: Season 2,9020000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Spain
2021-08-29,TV (Non-English),D.P.,D.P.: Season 1,8430000,TV-MA,"International TV Shows, TV Dramas",South Korea
2021-08-29,TV (Non-English),Open Your Eyes,Open Your Eyes: Season 1,8220000,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",
2021-08-29,TV (Non-English),The Cook of Castamar,The Cook of Castamar: Season 1,7550000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
2021-08-29,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",7340000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2021-08-22,Films (English),Sweet Girl,N/A,57160000,R,"Action & Adventure, Dramas",United States
2021-08-22,Films (English),The Kissing Booth 3,N/A,26170000,TV-14,"Comedies, Romantic Movies","United Kingdom, United States"
2021-08-22,Films (English),Beckett,N/A,23870000,TV-MA,Action & Adventure,"Italy, Brazil, Greece"
2021-08-22,Films (English),Vivo,N/A,21960000,PG,"Children & Family Movies, Music & Musicals","Canada, United States"
2021-08-22,Films (English),The Loud House Movie,N/A,13860000,TV-Y7,"Children & Family Movies, Comedies, Music & Musicals",United States
2021-08-22,Films (English),The Secret Life of Pets,N/A,10110000,,,
2021-08-22,Films (English),Hotel Transylvania 3: Summer Vacation,N/A,8550000,PG,"Children & Family Movies, Comedies",United States
2021-08-22,Films (English),The Girl Next Door,N/A,6900000,,,
2021-08-22,Films (English),Alvin and the Chipmunks: Chipwrecked,N/A,6870000,,,
2021-08-22,Films (English),Resort to Love,N/A,6320000,TV-14,"Comedies, Romantic Movies",United States
2021-08-22,Films (Non-English),Black Island,N/A,17330000,TV-MA,"International Movies, Thrillers",
2021-08-22,Films (Non-English),The Secret Diary of an Exchange Student,N/A,7910000,TV-14,"Comedies, International Movies, Romantic Movies",
2021-08-22,Films (Non-English),Out of my league,N/A,7120000,TV-MA,"Comedies, Dramas, International Movies",
2021-08-22,Films (Non-English),Blood Red Sky,N/A,4520000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
